   1.0221618e+02   2.8602761e+01   2.5212700e+03
   1.0219775e+02   2.8115874e+01   1.8628500e+03
   0.0000000e+00  -5.9229780e-01  -5.9229780e-01
   1.0000000e-01  -6.2269326e-01  -5.4945897e-01
   2.0000000e-01  -6.6104849e-01  -4.8116760e-01
   3.0000000e-01  -7.1968657e-01  -3.9324758e-01
   4.0000000e-01  -7.9292666e-01  -3.0518583e-01
   5.0000000e-01  -8.5715778e-01  -2.2987846e-01
   6.0000000e-01  -8.8426636e-01  -1.6076901e-01
   7.0000000e-01  -8.6371847e-01  -8.5123817e-02
   8.0000000e-01  -8.1443422e-01  -9.1010532e-03
   9.0000000e-01  -7.6977836e-01   4.0780722e-02
   1.0000000e+00  -7.4606029e-01   4.8999023e-02
   1.1000000e+00  -7.2698697e-01   3.8747785e-02
   1.2000000e+00  -6.8115158e-01   5.6686077e-02
   1.3000000e+00  -5.9204488e-01   1.2630935e-01
   1.4000000e+00  -4.6796863e-01   2.2285789e-01
   1.5000000e+00  -3.2718327e-01   2.9862593e-01
   1.6000000e+00  -1.8217531e-01   3.2789486e-01
   1.7000000e+00  -3.9403579e-02   3.2227889e-01
   1.8000000e+00   9.5610546e-02   3.0937050e-01
   1.9000000e+00   2.2205429e-01   3.0898208e-01
   2.0000000e+00   3.4959910e-01   3.2989010e-01
   2.1000000e+00   4.9013889e-01   3.7343885e-01
   2.2000000e+00   6.3952279e-01   4.2721788e-01
   2.3000000e+00   7.7291952e-01   4.6178648e-01
   2.4000000e+00   8.6467238e-01   4.5132476e-01
   2.5000000e+00   9.1259331e-01   4.0484625e-01
   2.6000000e+00   9.3879883e-01   3.6774100e-01
   2.7000000e+00   9.6561714e-01   3.8077854e-01
   2.8000000e+00   9.9295401e-01   4.3679741e-01
   2.9000000e+00   1.0000000e+00   4.8479599e-01
   3.0000000e+00   9.6632236e-01   4.8022534e-01
   3.1000000e+00   8.8902203e-01   4.2840461e-01
   3.2000000e+00   7.8182602e-01   3.7598367e-01
   3.3000000e+00   6.6321179e-01   3.6233478e-01
   3.4000000e+00   5.4798714e-01   3.8305783e-01
   3.5000000e+00   4.4555539e-01   3.9971561e-01
   3.6000000e+00   3.5763696e-01   3.7934305e-01
   3.7000000e+00   2.7397651e-01   3.2147047e-01
   3.8000000e+00   1.7620346e-01   2.5142965e-01
   3.9000000e+00   5.5454582e-02   1.9482679e-01
   4.0000000e+00  -7.1169632e-02   1.5902002e-01
   4.1000000e+00  -1.6834030e-01   1.3169146e-01
   4.2000000e+00  -2.1414197e-01   9.1683375e-02
   4.3000000e+00  -2.2400191e-01   2.5558021e-02
   4.4000000e+00  -2.3775310e-01  -5.8257152e-02
   4.5000000e+00  -2.8051646e-01  -1.3188700e-01
   4.6000000e+00  -3.3914087e-01  -1.7301444e-01
   4.7000000e+00  -3.7894426e-01  -1.9129512e-01
   4.8000000e+00  -3.8010098e-01  -2.2264006e-01
   4.9000000e+00  -3.5371002e-01  -2.8951362e-01
   5.0000000e+00  -3.2465008e-01  -3.7032582e-01
   5.1000000e+00  -3.0550322e-01  -4.1761939e-01
   5.2000000e+00  -2.9009651e-01  -4.0842570e-01
   5.3000000e+00  -2.6830326e-01  -3.6993292e-01
   5.4000000e+00  -2.4151052e-01  -3.5188007e-01
   5.5000000e+00  -2.2246967e-01  -3.7768503e-01
   5.6000000e+00  -2.2213295e-01  -4.2497741e-01
   5.7000000e+00  -2.3735011e-01  -4.4873334e-01
   5.8000000e+00  -2.5032703e-01  -4.1953847e-01
   5.9000000e+00  -2.4081600e-01  -3.4592711e-01
   6.0000000e+00  -2.0265564e-01  -2.6919418e-01
   6.1000000e+00  -1.5198441e-01  -2.3501870e-01
   6.2000000e+00  -1.1901902e-01  -2.5830210e-01
   6.3000000e+00  -1.2769832e-01  -3.0843679e-01
   6.4000000e+00  -1.7796876e-01  -3.3330006e-01
   6.5000000e+00  -2.4389038e-01  -3.0441576e-01
   6.6000000e+00  -2.8876373e-01  -2.3918027e-01
   6.7000000e+00  -2.8740243e-01  -1.7805403e-01
   6.8000000e+00  -2.4251114e-01  -1.4448613e-01
   6.9000000e+00  -1.8489394e-01  -1.3117237e-01
   7.0000000e+00  -1.5406166e-01  -1.1947286e-01
   7.1000000e+00  -1.6856637e-01  -1.0056351e-01
   7.2000000e+00  -2.0859751e-01  -7.5008446e-02
   7.3000000e+00  -2.3015651e-01  -4.2061466e-02
   7.4000000e+00  -2.0309386e-01   3.1956487e-04
   7.5000000e+00  -1.3770656e-01   4.6414968e-02
   7.6000000e+00  -7.1661415e-02   8.2113378e-02
   7.7000000e+00  -3.0787863e-02   9.7230718e-02
   7.8000000e+00  -7.3563109e-03   9.6699763e-02
   7.9000000e+00   2.1669413e-02   9.8402665e-02
   8.0000000e+00   6.3251048e-02   1.2014205e-01
   8.1000000e+00   1.0532718e-01   1.6561234e-01
   8.2000000e+00   1.4312464e-01   2.1823982e-01
   8.3000000e+00   1.9321244e-01   2.5019574e-01
   8.4000000e+00   2.6942093e-01   2.4604609e-01
   8.5000000e+00   3.5043472e-01   2.2232877e-01
   8.6000000e+00   3.8815518e-01   2.1744334e-01
   8.7000000e+00   3.5693064e-01   2.5316260e-01
   8.8000000e+00   2.8741217e-01   3.0709737e-01
   8.9000000e+00   2.4113872e-01   3.3208246e-01
   9.0000000e+00   2.5139118e-01   3.0591990e-01
   9.1000000e+00   2.9551365e-01   2.5518878e-01
   9.2000000e+00   3.2489825e-01   2.2470243e-01
   9.3000000e+00   3.1272049e-01   2.2856273e-01
   9.4000000e+00   2.6775217e-01   2.3886403e-01
   9.5000000e+00   2.1129245e-01   2.2049602e-01
   9.6000000e+00   1.5471488e-01   1.6806357e-01
   9.7000000e+00   1.0070106e-01   1.0598452e-01
   9.8000000e+00   5.3472014e-02   5.9403058e-02
   9.9000000e+00   1.7276389e-02   3.0847553e-02
   1.0000000e+01  -1.1426196e-02   2.6658565e-03
   1.0100000e+01  -3.9774933e-02  -4.2109917e-02
   1.0200000e+01  -6.3938006e-02  -9.9358558e-02
   1.0300000e+01  -6.5963572e-02  -1.4067161e-01
   1.0400000e+01  -3.1768720e-02  -1.3513799e-01
   1.0500000e+01   2.8821372e-02  -8.3750929e-02
   1.0600000e+01   8.4934942e-02  -3.2597348e-02
   1.0700000e+01   1.0989942e-01  -3.9996077e-02
   1.0800000e+01   1.0320274e-01  -1.1981723e-01
   1.0900000e+01   8.7590535e-02  -2.1954295e-01
   1.1000000e+01   8.6178147e-02  -2.6401599e-01
   1.1100000e+01   1.0345373e-01  -2.2498960e-01
   1.1200000e+01   1.2712080e-01  -1.4458911e-01
   1.1300000e+01   1.4447524e-01  -8.9429779e-02
   1.1400000e+01   1.5293267e-01  -8.6199366e-02
   1.1500000e+01   1.5425449e-01  -1.0426829e-01
   1.1600000e+01   1.4359927e-01  -9.5217320e-02
   1.1700000e+01   1.1091761e-01  -4.1716406e-02
   1.1800000e+01   5.4861340e-02   3.1354563e-02
   1.1900000e+01  -8.9598810e-03   8.5168897e-02
   1.2000000e+01  -5.7812063e-02   1.0080796e-01
   1.2100000e+01  -8.0002473e-02   8.9254498e-02
   1.2200000e+01  -8.2833101e-02   7.5865881e-02
   1.2300000e+01  -8.5698599e-02   7.8288705e-02
   1.2400000e+01  -1.0792003e-01   9.6641971e-02
   1.2500000e+01  -1.5850739e-01   1.2009750e-01
   1.2600000e+01  -2.2882093e-01   1.3913195e-01
   1.2700000e+01  -2.9382199e-01   1.5021168e-01
   1.2800000e+01  -3.2976022e-01   1.5110037e-01
   1.2900000e+01  -3.3834369e-01   1.3733803e-01
